rank,name,anime,favorites,url,description,Age,Birthday,Nationality,Height,Occupation,image
1453,"Sunakawa, Makoto(砂川 誠)",Ore Monogatari!!,1080,https://myanimelist.net/character/87621/Makoto_Sunakawa,"Birthday: September 13 
  
 Next door neighbor and childhood friend of Takeo, as well as his classmate. He is handsome, and all of the girls Takeo liked ended up falling in love with Makoto instead. Makoto is always watching out for Takeo, and is willing to sacrifice his own happiness for his friend. 
  
 (Source: Oremonogatari Wikia) 
 
   Voice Actors  Shimazaki, NobunagaJapanese  Tindle, AustinEnglish  Baugus, BrysonEnglish  Terasaki, YukaJapanese  
 
 See MoreRecent Featured Articles Top 20 Popular Anime Names for Boys and Girls on MALAs our beloved medium grows bigger and bigger, it has become apparent that certain anime names are used more often than others... a lot more often. Here is a list of the 20 most common names for boys and girls in anime.byakirajasmine910,913viewsCollectionCute GirlsCute GuysHistory and Culture12 Best Romantic Comedy Anime of All TimeGreat for a good laugh, a rainy day or cozying up to with a tub of ice cream; these are the top 12 romantic comedy anime of all time!byanimeChristian121,255,888viewsCollectionLove 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,,,https://cdn.myanimelist.net/images/characters/10/279777.jpg
1454,"Nougami, Neuro(脳噛 ネウロ)",Majin Tantei Nougami Neuro,1080,https://myanimelist.net/character/4479/Neuro_Nougami,"The title character of the series, Neuro is a demon detective from hell. He looks for mysteries in the labyrinthine minds of humans for sustenance. When he dismantles the mystery and strips the culprit of all of their defenses, that releases the negative energies that caused the culprit to commit the crime, which he then consumes. He came to the human world in search of the Ultimate Mystery, as all of the mysteries in hell were bland and repetitive. Once in the human world, he forced Yako to be his assistant, and began to solve mysteries. 
  
 He is a very self-centered, sadistic and arrogant character that cares little about the human aspect of the cases, most of the time only focusing about getting the mystery as quick possible. This can be a disadvantage, however, as he can't relate to or begin to understand the motives of the culprits. He will also commit blackmail and manipulation to achieve his goals. Neuro enjoys abusing and torturing Yako at every chance he gets, and thinks of her as nothing more than a slave to use at the beginning of their 'partnership'. However, recently, there have been a handful of times where he seems to care for her: saving her from injury more than once by explosions, comforting her crudely at the end of the Hal arc, and even stating during his battle with X that seeing her struggling to find her own potential was ""very pleasant"". A little before the HAL arc he was constantly telling her to 'evolve' and become more useful to him. From his actions then, it is possible that Neuro expects quite a bit from Yako, expressing disappointment, approval and even pride at certain times. 
  
 In public Neuro makes Yako act as the detective, while he acts as her assistant, even though Neuro is actually doing all the detective work. Even though Neuro is a demon, he still needs to sleep but not as long as humans; though the more he is more exhausted, the more he shall sleep. According to Neuro ""Shouki is like Oxygen to a demon"" and natural hot springs are formed when excess Shouki comes to the surface, so the best place for him to sleep is near a hot spring. 
  
 Neuro's true form appears to be some kind of horned bird, often revealed when he is about to feed on the released negative energy. In the manga, unlike the anime, Neuro isn't limited to eating mysteries made by crimes; he has, on at least three occasions, completely disassembled various things to find out how they worked, such as a car, a cellphone, and even a bomb. 
  
 As a demon, he shows his inhuman abilities in the early chapters of the series, making him seemingly invincible against human weapons such as catching a bullet with just his eyelashes but as the story progresses, Neuro has received injuries by several criminals. Neuro implies this to X that his body is gradually becoming more like a humans, because of the lack of the Demon's world's Shouki in the human world and that his body is adjusting to the Laws of Physics in the human world. His monstrous endurance remains and ensures his survival longer than what would have killed an ordinary human. Even while his body is weakening, Neuro still was able to easily defeat X in combat. 
 
   Voice Actors  Koyasu, TakehitoJapanese  Wald, DavidEnglish  Albano, DavideItalian  
 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,,,https://cdn.myanimelist.net/images/characters/13/89821.jpg
1455,"Konan(小南, 天使 )",NarutoNaruto: ShippuudenNaruto SD: Rock Lee no Seishun Full-Power Ninden,1080,https://myanimelist.net/character/3179/Konan,"Birthdate: February 20 
 Zodiac sign: Pisces 
 Gender: Female 
 Age: Part II: 35 
 Height: Part II: 169.4 cm 
 Weight: Part II: 45.3 kg 
 Blood type: O 
  
 Konan is the partner of the Akatsuki leader, Pain, and the only female ninja in Akatsuki. She was orphaned as a child by one of Amegakure's many wars, forcing her to fend for herself until being found by Jiraiya. Jiraiya trained Konan to take advantage of her natural talent with origami, and as a result paper is a key component in her battle style. Konan can divide her body into countless numbers of paper sheets, which she controls and reshapes remotely to scout out an area or form weapons for attack. She can even form wings that mirror her title as ""God's Angel"" amongst the villagers of Amegakure, as she often carries out Pain's, who has the title of ""God,"" will. Her abilities are constrained while wet, as paper clings to itself and loses its stiffness. 
 
   Voice Actors  Tanaka, AtsukoJapanese  Elias-Fahn, DorothyEnglish  Mine, KaoriJapanese  De Domenico, TaniaItalian  Sperber, TraudelGerman  Basecqz, JulieFrench  Franco, PriscilaPortuguese (BR)  Morales, María FernandaSpanish  Rodrigues, DoraPortuguese (BR)  López, MireiaSpanish  
 
 See MoreRecent Featured Articles Top 15 Hot and Sexy Naruto Girls: Beauty, Brains, and BrawnKunoichi: a female ninja. The world of Naruto is full of talented ninja warriors who carry out tasks ranging from carrying messages to performing assassinations. But even when the fate of the world depends on you and your skills, there is no reason you cannot be one of the hot Naruto girls doing it!byNicWat10247,937viewsSpoilerCollectionCute GirlsKawaiiHotNaruto 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",Part II: 35,February 20,,Part II: 169.4 cm,,https://cdn.myanimelist.net/images/characters/13/158755.jpg
1456,"Hiradaira, Chisaki(比良平 ちさき)",Nagi no Asu kara,1078,https://myanimelist.net/character/86227/Chisaki_Hiradaira,"Birthday: July 3 
  
 A mature and independent girl from the Land of Sea and one of the students from Shioshishio. She is very calm and doesn't seem to like fighting or bullying. She is also a childhood friend of Hikari, Manaka, and Kaname.",,,,,,Error processing https://myanimelist.net/character/86227/Chisaki_Hiradaira: 'src'
1457,"Hoshimachi, Suisei(星街 すいせい)","Holo no GraffitiNext Color PlanetTenkyuu, Suisei wa Yoru wo Mataide",1077,https://myanimelist.net/character/190402/Suisei_Hoshimachi,"Hoshimachi Suisei is a female Japanese Virtual YouTuber endorsed by hololive. 
  
 Debut date: March 22, 2018 
 Birthday: March 22nd 
 Height: 160 cm 
 Fanbase name: Hoshiyomi 
 Illustrator: Herself and Teshima Nari 
  
 ""It's your shooting star, your diamond in the rough! Idol VTuber Hoshimachi Suisei! Sui-chan is~ also cute today~!!"" 
  
 A cheerful shining Idol and Vtuber from Hololive 0th Generation. She is a forever 18, multitalented girl who deeply loves singing and idols, with the dream of one day holding a live concert in Tokyo Budokan. She started out as an independent Vtuber and later joined Inonaka Music, a music label under Hololive, before moving officially to Hololive main branch. 
  
 (Source: Hololive Wiki) 
 
   Voice Actors  Hoshimachi, SuiseiJapanese  
 
 by Taboolaby TaboolaYou May LikeThe Day After Our Baby Was Born, My Husband Asked To Speak To Me Alone. What He Said Left Me Frozenuniversalinfonet.com|SponsoredSponsoredBang Babang Bang!!!Search For Best Blinds Retailer Near MeYahoo Search | Search Ads|SponsoredSponsoredTsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka? OVA  $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,160 cm,,https://cdn.myanimelist.net/images/characters/10/428073.jpg
1458,"Chigiri, Hyouma(千切 豹馬)",Blue LockBlue Lock vs. U-20 JapanBlue Lock: Episode Nagi,1076,https://myanimelist.net/character/178712/Hyouma_Chigiri,"Age: 17 
 Gender: Male 
 Birthday: December 23 
 Height: 177 cm 
 Weapon: Speed, Ball Control 
  
 Chigiri Hyouma is one of the main supporting characters in the Blue Lock series. He first seemed very cautious of his knee when playing football but it was revealed that it was from a previous knee injury that had haunted him. He joined the Blue Lock Project to let go of his fear, play freely, and become Japan's #1 striker. 
  
 Chigiri is known for his extremely fast pace in which he can easily blitz anybody in his way. 
  
 (Source: Blue Lock Wiki, edited) 
 
   Voice Actors  Saitou, SoumaJapanese  Dismuke, AaronEnglish  Baulain, SébastienFrench  Gama, LucasPortuguese (BR)  Curiel Hernández, EduardoSpanish  Calatroni, JacopoItalian  
 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",17,,,177 cm,,https://cdn.myanimelist.net/images/characters/14/401567.jpg
1459,"Ichinose, Honami(一之瀬 帆波)",Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu eYoukoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd SeasonYoukoso Jitsuryoku Shijou Shugi no Kyoushitsu e 3rd Season,1076,https://myanimelist.net/character/128917/Honami_Ichinose,"Birthday: July 20 
 Height: 159 cm 
 Zodiac Sign: Cancer 
 BWH: 95/61/91 
 Likes: Making a lot of friends 
 Dislikes: Holding onto failures 
 Usual Place: Classroom, Café, Keyaki Mall 
  
 She's a Class B student and is referred to as the central figure of Class B by Horikita Suzune. 
  
 She is described as quite intelligent and has high charisma. She is a pacifist by nature, often retorting any sort of violence. She harbors a selfless, supportive personality that makes her very popular across all of the classes. She is also noted to be quite beautiful, even by the likes of Kiyotaka. 
  
 She is one of the first to befriend Kiyotaka, becoming one of his most trusted allies. 
  
 (Source: Official site) 
 
   Voice Actors  Touyama, NaoJapanese  Rothrock, KristiEnglish  Heller, Karl-LineFrench  Tavares, AmandaPortuguese (BR)  Kayalar, ÖzgeGerman  Aaba, KhaoulaFrench  Labartino, YaëlleFrench  Olcort, YetzarySpanish  
 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,159 cm,,https://cdn.myanimelist.net/images/characters/14/539075.jpg
1460,"Koizumi, Hanayo(小泉 花陽)","Bokura no Live Kimi to no LifeSnow HalationNatsu-iro Egao de 1, 2, Jump!",1075,https://myanimelist.net/character/46017/Hanayo_Koizumi,"Age: 15 
 Birthday: January 17 
 Blood type: B 
 Height: 156 cm 
 BWH: 82-60-83 
 Favorite food: white rice 
 Least favorite food: none 
  
 Hanayo is a very shy, quiet character who doesn't normally voice her opinions. She is very reserved and will often let other people make decisions for her because of this. However, her personality changes when it comes to school idols, as she is very enthusiastic about them. 
  
 Hanayo is interested in drawing and origami, and is also obsessed with school idols. 
  
 (Source: Love Live! School Idol Project Wikia) 
 
   Voice Actors  Kubo, YurikaJapanese  Huynh, XantheEnglish  
 
 See MoreRecent Featured Articles Twitter Poll Reveals Japan's Top Ten WaifusAnd the results may surprise you!byCriticalAndroid201,845viewsThe Best Songs From Love Live! School Idol ProjectLove Live! is a popular multi-media franchise that features nine beautiful idols who all happen to be high school girls. The plot of the anime focuses on the struggles they face with their weapon of choice: music. Let's take a trip down memory lane with some of the most memorable tunes!byjmagnews55,608viewsSpoilerCollectionCute GirlsKawaiiMoeMusicVideo 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",15,,,156 cm,,https://cdn.myanimelist.net/images/characters/4/201133.jpg
1461,"Hakubi, Ryouko(白眉 魎呼)",Shin Tenchi Muyou!Tenchi Muyou! RyououkiTenchi Muyou! Ryououki 2nd Season,1075,https://myanimelist.net/character/4322/Ryouko_Hakubi,"Ryoko is known as Ryoko Hakubi, a space pirate who was defeated by Yosho nearly 700 years before her release by Tenchi. Before that, she was a slave to Kagato. Her age is at least 5,000 - although she claims to be only 2,000. She was created by Washu, using one of her egg cells as a base, so she is indirectly Washu's daughter. Washu's DNA was combined with that of amorphous creatures called the Masu to create Ryoko. She has three red gems that are the source of her full energy, which also came from Washu. 
  
 True to the meaning of her nomenclature, the gem on the inside of Ryoko's left wrist allows her to summon powerful, ferocious 'demon' spirits, which let physical attacks pass right through them, while the gem on the inside of her right wrist allows her to control the summoned spirits, and the last gem, which goes on her throat, gives her full power. She also has the ability to create false gems, one that she keeps hidden in plain sight on her left ear as an earring. This false gem is not as powerful as the originals, but allow her to balance her power and abilities. False gems also last for only a limited time, while the originals have an inexhaustible supply of energy. In OAV 3, it was revealed that the true gems contain the powers and godhead of Washu-kami-sama (who is one of the three Chousin Goddesses). It is debatable just how much of her mother's power she is borrowing and how much she is capable of using on her own, but her relatively young age (she appears about twenty years old) prevents her from drawing upon their full power. 
  
 Other powers Ryoko possesses include flight, teleporting, intangibility, creating energy swords and energy blasts (All regularly used), instantly regenerating missing limbs (Episode 1), creating doppelgängers (Episode 7), telekinesis, creating forcefields, matter formation (manipulating matter and merging with it, as with a stone pillar in Episode 6), complex molecular restructuring (repairing Mihoshi's GXP scanner in Episode 4), hair needles she can fire from her head (Episode 11), and telepathy with Washu and Ryo-Ohki. In addition she can access an advanced internal database, as a group-mind shared with Ryo-Ohki (Episode 14) to constantly overview her exact universal coordinates (and presumably other advanced functions/information in addition). Some of these abilities are known to have been inherited from Washu, while others are likely the result of her Masu genes, or intended design. It is possible that she gained shapeshifting abilities from merging with Zero (Episode 12), in combination with her amorphous masu heritage. 
  
 As a character, Ryoko is very emotional. She easily gets upset, and is short tempered, especially around Ayeka. But she's deeply in love with Tenchi, though not fully admitting how deeply until Episodes 5 & 6, when she tells Ayeka how she first met Tenchi, and later when she offers up her own life in place of his. While she was trapped in the cave, she was able to create an astral body (sort of like a ghostly consciousness) and venture to the entrance of the cave. She watched Tenchi grow up over the years, and she wished more than anything to be with him. However, the way she introduced herself to him was terribly frightening to Tenchi, so he distanced himself from her for a long time. Also, when Washu is first introduced she tells Ryoko that she knows how she (Ryoko) feels about Tenchi and says that Ryoko wants to do ""this and that"" with Tenchi. 
  
 Ryoko also has a bit of an ambiguous relation with Washu, her mother. When Washu first appears, she critiques her daughter's sex appeal and asks Ryoko to refer to her as ""mommy."" As the series progresses, she starts to fear Washu, especially when Washu starts doing some of her experiments on an unwilling Ryoko. In fact, Ryoko becomes slightly cautious whenever Washu is looking at her with a mischievous smile and intimidating eyes. 
  
 Physically, Ryoko has no taste buds, and has no need to eat; all the energy she gets comes from the gem created by Washu on her wrist. Ryoko eats to be social, but has a taste for sake. Although she can get drunk like normal humans, Ryoko has the ability to nullify the effects of alcohol, which comes in handy if she has to go into battle. She can also instantly nullify any other toxic chemicals within her body. In addition, Ryoko does not need to breathe, and can survive unaided in the vacuum of space. 
  
 Ryoko, when kidnapped and electrocuted by Ayeka, seemed to enjoy it. Ayeka called her a masochist, and Ryoko quipped that she was more of a sadist. Judging by the fact that her ship Ryo-Ohki destroyed 28 planets and 69 colonies when in Kagato's service, and by some of her taunts in the fight with Tenchi, she might not have been joking. Ryoko is also sometimes rather childlike, and can be a bit gullible. Since most of her life was spent either working under Kagato, or sealed inside a cave, she does not have much of a range of experiences. She is also extremely sensitive about her age, being brought to tears when Ayeka called her a mummy. 
  
 In ""Ai Tenchi Muyo"" she is now seen constantly wearing an elaborately designed leotard with matching white leg boots, her hair style is much simpler compared to her old hair style in past ""Tenchi Muyo"" series. 
 
   Voice Actors  Orikasa, AiJapanese  Marshall, MonaEnglish  Burchard, PetreaEnglish  De Carolis, CinziaItalian  Lenghi, LauraItalian  Dorfman, SheilaPortuguese (BR)  Diemand-Hartz, MercedesSpanish  Loriaux, FabienneFrench  Barrera, MildredSpanish  
 
 See MoreRecent Featured Articles Top 15 Anime Pirate CharactersWhile pirates are still a very real threat even today, the timeless idea of the pirate has been somewhat romanticized in modern media. Here are 15 of the best and most renowned.byNicWat10119,727viewsCollection15 Of The Most Sensual And Sexiest Anime FeetYou've admired the many physical attributes of your favorite anime characters such as their eyes, hair, breasts, butts and even legs.  Let's check out some goddamn anime feet for a change.byMisterD98753,838viewsCollectionCute GirlsHotGIFOne PieceFairy Tail 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,,,https://cdn.myanimelist.net/images/characters/12/70710.jpg
1462,"Chiba, Mamoru(地場 衛)",Bishoujo Senshi Sailor MoonBishoujo Senshi Sailor Moon R: The MovieBishoujo Senshi Sailor Moon S,1075,https://myanimelist.net/character/4013/Mamoru_Chiba,"Birthday: August 3 
 Zodiac: Leo 
 Blood type: A 
 Favorite food: chocolate 
 Least favorite food: none 
 Favorite subject: Physics 
 Least favorite subject: none 
 Favorite color: black 
 Has trouble with: needles 
  
 Mamoru Chiba is the major romantic interest of Usagi Tsukino. He is often portrayed as stoic, steady and introverted. This may be because when he was young his parents died in a car crash. This blocked his childhood memories of his current lifetime and opened up the memories of his previous life as Prince Endymion. Tuxedo Mask is a disguise Mamoru created for himself in order to hunt for the Silver Crystal incognito and, later, assist the Sailor Senshi in battle. 
  
 He is always addressed as Mamo-chan by Usagi throughout the series (Chibiusa also addresses him with this nickname later on). After dating for two years, Mamoru gives Usagi an engagement ring at an airport. The couple eventually gets married. In the future, they become king and queen of Earth and Crystal Tokyo and have a child together whom they name, Small Lady, but is in the majority of the series known as Chibiusa. 
  
 The manga develops Mamoru more extensively, showing that the car crash happened on his birthday and gives a glimpse of his parents. He also is given the power of psychometry, which also showed up in the anime, but was not given a name. This manifests in his ability to see and read dreams (such as Chibiusa's), heal people, and monitor the status of the Earth. The anime tends not to develop Mamoru as much; however, he is shown to be more social than his manga counterpart. He's interested in a variety of subjects and is shown as smart. 
  
 Mamoru also has his left ear pierced in the manga, a trait that does not carry over to his anime counterpart. 
 
   Voice Actors  Nojima, KenjiJapanese  Ogata, MegumiJapanese  Furuya, ToruJapanese  Romano, RinoEnglish  Proctor, TobyEnglish  Corazza, VincentEnglish  Romero, CássiusPortuguese (BR)  Holl, NándorHungarian  Balzarotti, MarcoItalian  Reyero, GerardoSpanish  Auer, DominikGerman  Kim, IlKorean  Debreczeny, CsabaHungarian  Fohrman, ZvikaHebrew  von Stegmann, MatthiasGerman  Ogouz, PhilippeFrench  Bourlé, BastienFrench  Daymond, RobbieEnglish  Ribeiro, VincentFrench  Meli, ManuelItalian  Raspe, JohannesGerman  Marchetti, CésarPortuguese (BR)  Guillén, Maria RosaSpanish  Roberto, IvoPortuguese (BR)  Frenchel, VivianPortuguese (BR)  Vásquez, GenaroSpanish  Hernández, MelissaSpanish  Rabinovitch, NadineEnglish  Manfredi, MassimilianoItalian  Dessalles, GérardFrench  Sarfati, MauriceFrench  Leccia, FrançoisFrench  Lemieux, JulieEnglish  
 
 See MoreRecent Featured Articles Top 12 Anime PrincesIt's not easy being an anime prince. Tragic backstories and heavy responsibilities come part and parcel with the position. At least they all get to look really hot.byNicWat10225,871viewsCollection20 Hot Anime Guys That Will Make You SweatYou know that one male character in every anime who's always losing his shirt and attracting females with pink hearts as their eyes? There are 20 of them here and they're as hot as ever!byllezur171,638,766viewsCollectionHotGIF 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,,,https://cdn.myanimelist.net/images/characters/5/160873.jpg
1463,"Huan, Yi(桓騎)",Kingdom 2nd SeasonKingdom 3rd SeasonKingdom 4th Season,1074,https://myanimelist.net/character/93183/Yi_Huan,"Strength: 93 
 Leadership: 93 
 Knowledge: 95 
 Cruelty: 99 Eyeballs 
  
 Huan Yi is a Vice General who serves in Great General Mou Gou's army. In the past, he was a bandit leader with the moniker Huan Yi the Beheader. 
  
 His personality is said to be extremely brutal as he has no qualms in killing surrendered soldiers and personally beheaded every person in any city or village he conquered. This is shown in how he sends Wei soldiers, who have been severely tortured, along with bags of eyeballs back to their camp to decrease morale and incite fear. 
  
 He always has an arrogant smirk on his face and talks in a crude manner at times. He shows no respect for his foes as he calls Gen Bou ""an old fart"" and ""trash"" before killing him. He is exhibits a sense of humor and sarcasm as in the case when a fellow crew member asked him why he made an unskilled man named Ogiko as 1000-man commander of The Huan Yi army, he replied ""Gyahaha cause it's funny obviously."" 
  
 He also has a cool demeanor and almost never displays any shock no matter how bad the situation is. Huan Yi also shows a very dark side as he toys with Haku Kisai by dangling the idea of escape from death if he begged for his life then stabbed him several times after he refused to grovel. 
  
 He does exhibits a sense of loyalty exclusive to Mou Gou by holding the rank of Vice General in his army and coming when summoned as demonstrated when Chou Tou used Mou Gou's name, as he knew that Huan Yi would simply ignore an request for a conversation with him. 
  
 (Source: Kingdom Wiki) 
 
   Voice Actors  Itou, KentarouJapanese  Yee, CoryEnglish  
 
 by Taboolaby TaboolaYou May LikeThe Day After Our Baby Was Born, My Husband Asked To Speak To Me Alone. What He Said Left Me Frozenuniversalinfonet.com|SponsoredSponsoredBang Babang Bang!!!Search For Best Blinds Retailer Near MeYahoo Search | Search Ads|SponsoredSponsoredXian Chong  $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,,,https://cdn.myanimelist.net/images/characters/11/523115.jpg
1464,Frau(フラウ),07-Ghost,1072,https://myanimelist.net/character/12743/Frau,"Height: 198 cm 
 Weight: 84 kg 
 Blood Type: A 
 Currently Wants: Premium collection of photos of Jessica-chan 
 Favorite: Spirytus Crown Jewel (gin) 
 Must-have: Cigarette (Labrador's speciality) 
 Dislikes (Animals Difficult to Deal with): Rats 
  
 A perverted Bishop. He saves Teito's life when Teito falls from his hawkzile. He is the member of the 07-Ghosts known as 'Zehel'. He finds Burupya for Teito and accidentally becomes Teito's 'Master' when he attempts to remove Teito's slave collar. For all his teasing, Frau also keeps Teito's spirits up with impromptu pep-talks. Because of this, Teito sometimes make associations between Frau and his late 'Father'. Frau also has a good relationship with Hakuren, having taken him on as his 'porn disciple'. His relation with Ayanami is as of yet unknown. 
  
 Frau was adopted by the church and became Bastian's disciple when he was caught in the large scale 'thief subjugation' across the empire. All of his friends died, and he didn't believe in God, but nevertheless he was so powerful with Zaiphon that it was rumored he was a child blessed with God's strength. While Frau was a wild child, constantly getting into trouble, he and Bastian ended up having a good relationship. 
  
 He has a cross-shaped tattoo on the small of his back. Frau's favorite food is meat, and his most hated food is mice. His favorite color is black. 
  
 (Sources: Zero-Sum Characters Profiles 2010, Wikipedia) 
 
   Voice Actors  Suwabe, JunichiJapanese  Inoue, MarinaJapanese  Jeong, Mi SookKorean  Hong, Si HoKorean  
 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,198 cm,,https://cdn.myanimelist.net/images/characters/7/112843.jpg
1465,"Sakuranomiya, Maika(桜ノ宮 苺香)",Blend S,1071,https://myanimelist.net/character/152126/Maika_Sakuranomiya,"Age: 16 
 Birthday: April 4 
 Height: 156 cm 
 Weight: 42 kg 
 Role: Sadist 
  
 Maika is a 16-year-old girl who, because of how scary she looks when smiling, often causes misunderstandings, leading other people to think that she is a sadist, even though she is actually just clumsy. Her looks catch the attention of Dino who scouts her to be the 'sadistic girl' waitress at cafe Stile. She comes from a very traditional family and works part-time to study abroad using her own money. 
  
 (Source: Official site, Wikipedia) 
 
   Voice Actors  Waki, AzumiJapanese  
 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",16,,,156 cm,,https://cdn.myanimelist.net/images/characters/16/333106.jpg
1466,"Kaji, Akihiko(梶 秋彦)",GivenGiven Movie 1Given Movie 3: Umi e,1071,https://myanimelist.net/character/137915/Akihiko_Kaji,"Age: 20 
 Birthday: October 21 
 Height: 184 cm 
 Blood type: A 
 Eye color: Green 
 Facial piercings 
 Akihiko is a university student. 
 
   Voice Actors  Eguchi, TakuyaJapanese  Scott, JonahEnglish  Sablik, NicoGerman  Selim, ErickSpanish  Lisita, MckeidyPortuguese (BR)  
 
 by Taboolaby TaboolaYou May LikeThe Day After Our Baby Was Born, My Husband Asked To Speak To Me Alone. What He Said Left Me Frozenuniversalinfonet.com|SponsoredSponsoredBang Babang Bang!!!Search For Best Blinds Retailer Near MeYahoo Search | Search Ads|SponsoredSponsoredTsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka? OVA  $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",20,,,184 cm,,https://cdn.myanimelist.net/images/characters/8/390600.jpg
